backgroundColor,beanId,colorGroup,description,flavorName,glutenFree,groupName,imageUrl,ingredients,kosher,seasonal,sugarFree
#9E222C,72,brown,A Sour Twist To One Of Our Most Popular Flavors. Made To Perfection With Real Cherry Juice For A Delicious Fresh-Picked Flavor.,Sour Cherry,False,"['Jelly Belly Official Flavors', 'Kids Mix Flavors', 'Sours Flavors']",https://cdn-tp1.mozu.com/9046-m1/cms/files/a0ed8075-fc86-4fe9-ad34-64f70a250b46,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Cherry Juice From Concentrate', 'Contains 2% Or Less Of The Following:', 'Citric Acid', 'Fumaric Acid', 'Sodium Lactate', 'Sodium Citrate', 'Artificial Flavor', 'Color Added', 'Red 40 Lake', 'Turmeric (Color)', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#3a7295,73,steelblue,So Sour. So Good. Flavorings Of Real Grape Juice Produces A Fresh From The Vine Taste.,Sour Grape,False,['Sours Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/b03ee77c-fb40-485d-9457-00b685295329,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Citric Acid', 'Sodium Lactate', 'Tartaric Acid', 'Grape Juice Concentrate', 'Gum Arabic', 'Natural & Artificial Flavor', 'Vegetable & Fruit Juice (Color)', 'Color Added', 'Red 40', 'Blue 1', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#F9D501,74,gold,This Bean Packs Extra Pucker Power. Real Lemon Puree' Delivers Its Special Tasty Tartness.,Sour Lemon,False,['Sours Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/93aa8039-d6f6-4d33-8562-4d250bc60ad3,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Lemon Juice From Puree', 'Contains 2% Or Less Of The Following:', 'Citric Acid', 'Fumaric Acid', 'Sodium Lactate', 'Sodium Citrate', 'Natural Flavor', 'Color Added', 'Yellow 5', 'Yellow 5 Lake', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#F99B25,75,goldenrod,Pucker Up! Flavored With Real Orange Puree.,Sour Orange,False,['Sours Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/2c756f64-6b9e-413f-a0b6-54f9f033d4ed,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Apple Juice Concentrate', 'Grape Juice Concentrate', 'Lemon Puree', 'Cherry Juice Concentrate', 'Orange Puree', 'Citric Acid', 'Fumaric Acid', 'Sodium Citrate', 'Sodium Lactate', 'Natural And Artificial Flavors', 'Color Added', 'Red 40 Lake', 'Blue 1 & 2', 'Blue 1 & 2 Lake', 'Yellow 5 & 6 Lake', 'Yellow 5', 'Turmeric (Color)', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#E5932E,76,goldenrod,Go Ahead. Mix It Up! A Delicious Combo Flavored With Real Strawberry And Banana Purees.,Strawberry Banana Smoothie,False,['Jelly Belly Official Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/bc9729ec-1e40-4504-b41e-6cd0805fe599,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Pomegranate Juice Concentrate', 'Peach Puree Concentrate', 'Banana Puree', 'Pear Juice Concentrate', 'Natural And Artificial Flavors', 'Citric Acid', 'Sodium Lactate', 'Sodium Citrate', 'Color Added', 'Red 40', 'Yellow 5 & 6', 'Yellow 5 & 6 Lake', 'Blue 1 & 2 Lake', 'Red 40 Lake', 'Blue 1', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze"", 'Salt', 'Coffee', 'Tapioca Dextrin.']",True,False,False
#E798AB,77,lightpink,"A Dessert Lover'S Dream! There Is A Reason Why It'S One Of Our Most Popular Flavors. Go Ahead, Treat Yourself.",Strawberry Cheesecake,False,['Jelly Belly Official Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/ebf62896-5b77-411b-ac14-f28a70555e27,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Strawberry Juice From Puree', 'Contains 2% Or Less Of The Following:', 'Citric Acid', 'Natural And Artificial Flavors', 'Color Added', 'Red 40 Lake', 'Red 40', 'Yellow 5 Lake', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#B95A66,78,indianred,You'Ll Feel Like You Are Poolside As You Enjoy The Fresh Fruity Taste. We Flavor Each Bean With Real Strawberry Puree.,Strawberry Daiquiri,False,"['Jelly Belly Official Flavors', 'Cocktail Classics® Flavors', 'Tropical Mix Flavors']",https://cdn-tp1.mozu.com/9046-m1/cms/files/cce90e1d-7ced-4e18-a05b-734c36287baf,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Strawberry Juice From Puree', 'Contains 2% Or Less Of The Following:', 'Citric Acid', 'Natural And Artificial Flavors', 'Color Added', 'Red 40 Lake', 'Yellow 6', 'Red 40', 'Yellow 5 & 6 Lake', 'Tapioca Dextrin', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#E798AB,79,lightpink,Classic Glazed Donut Flavors With The Added Indulgence Of Strawberry Icing.,Strawberry Iced,False,['Krispy Kreme® Doughnuts Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/af61cc87-48ba-4364-9417-5aa6767dc7c3,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Apple Juice Concentrate', 'Citric Acid', 'Cocoa Powder', 'Natural & Artificial Flavors', 'Color Added', 'Red 40 Lake', 'Yellow 5 & 6 Lake', 'Blue 1 & 2 Lake', 'Red 40', 'Vegetable And Fruit Juice (Color)', 'Tapioca Dextrin', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze"", 'Ground Cinnamon', 'Salt.']",True,False,False
#C02032,80,firebrick,The Perfect Sweet Topping. Flavoured With Real Strawberry Juice For A Fresh From The Jar Taste.,Strawberry Jam,False,"['Jelly Belly Official Flavors', 'Kids Mix Flavors']",https://cdn-tp1.mozu.com/9046-11441/cms/files/d3de2b1e-08ce-495e-9b6c-021d9fbc1601,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Strawberry Juice From Concentrate', 'Contains 2% Or Less Of The Following:', 'Citric Acid', 'Artificial Flavors', 'Color Added', 'Red 40 Lake', 'Yellow 6', 'Red 40', 'Blue 2 Lake', 'Yellow 5 & 6 Lake', 'Tapioca Dextrin', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#F9CAC8,81,pink,"Refreshing And Sweet. Sweet Strawberries, Milk Tea, And Tapioca Pearls Combine For A Delightful Treat.",Strawberry Milk Tea,False,['Boba Milk Tea Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/0172a080-8a8f-4e2d-802c-d9b596708950,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Citric Acid', ""Confectioner'S Glaze"", 'Beeswax', 'Carnauba Wax', 'Natural And Artificial Flavors', 'Salt', 'Color Added', 'Red 40', 'Yellow 6 Lake.']",True,False,False
#F9D501,82,gold,The Perfect Amount Of Pucker. Real Lemon Flavorings Give These Beans Their Tasty Tartness.,Lemon,False,['Jelly Belly Official Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/93aa8039-d6f6-4d33-8562-4d250bc60ad3,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Lemon Juice From Puree', '2% Or Less Of The Following:', 'Sodium Lactate', 'Citric Acid', 'Natural Flavor', 'Color Added', 'Yellow 5', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#D5DC55,83,darkkhaki,"Sweet, Tart, And Zesty. Flavored With Real Lime Juice For That Fresh-Picked Taste.",Sunkist® Lime,False,"['Jelly Belly Official Flavors', 'Sunkist® Citrus Mix Flavors']",https://cdn-tp1.mozu.com/9046-m1/cms/files/c12f270c-e207-41a6-9a09-4df3024ea08a,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Lime Juice From Concentrate', '2% Or Less Of The Following:', 'Sodium Lactate', 'Citric Acid', 'Natural Flavor', 'Color Added', 'Yellow 5', 'Blue 1', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#F99B25,84,goldenrod,The Perfect Way To Wake Up Your Taste Buds. Each Flavored With Real Orange Puree For A Sweet Citrus Treat.,Sunkist® Orange,False,"['Jelly Belly Official Flavors', 'Sunkist® Citrus Mix Flavors']",https://cdn-tp1.mozu.com/9046-m1/cms/files/447dd4bc-23dd-4736-8343-18af394a1d4d,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Orange Juice From Orange Puree', '2% Or Less Of The Following:', 'Citric Acid', 'Sodium Lactate', 'Natural Flavor', 'Color Added', 'Yellow 6', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#E6986B,85,darksalmon,It Tastes So Fresh Squeezed Because It'S Flavored With Real Grapefruit Juice.,Sunkist® Pink Grapefruit,False,"['Jelly Belly Official Flavors', 'Sunkist® Citrus Mix Flavors', 'Tropical Mix Flavors']",https://cdn-tp1.mozu.com/9046-m1/cms/files/3827a360-1573-4ed7-bf95-b80a4d4f610c,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Grapefruit Juice From Concentrate', '2% Or Less Of The Following:', 'Citric Acid', 'Sodium Lactate', 'Natural Flavor', 'Color Added', 'Yellow 5 & 6 Lake', 'Red 40', 'Blue 2 Lake', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#EE734A,86,coral,Get Ready For A Sweet And Tart Taste That'S Flavored With Real Tangerine Juice For A Burst Of Flavor.,Sunkist® Tangerine,False,"['Jelly Belly Official Flavors', 'Sunkist® Citrus Mix Flavors', 'Tropical Mix Flavors']",https://cdn-tp1.mozu.com/9046-m1/cms/files/7b266567-cd0b-4c08-956a-734395bf7aed,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Tangerine Juice From Concentrate', '2% Or Less Of The Following:', 'Citric Acid', 'Sodium Lactate', 'Natural Flavor', 'Color Added', 'Yellow 6', 'Red 40', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#CCB7C3,87,silver,Take Your Taste Buds On A Journey With This Internationally-Inspired Flavor. The Perfect Blend Of Taro Milk Tea And Tapioca Pearls Make Up This Truly Unique Bean.,Taro Milk Tea,False,['Boba Milk Tea Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/a0773550-2984-4533-b198-fe2552500342,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', ""Confectioner'S Glaze"", 'Beeswax', 'Carnauba Wax', 'Natural And Artificial Flavors', 'Salt', 'Color Added', 'Red 40', 'Blue 1Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', ""Confectioner'S Glaze"", 'Beeswax', 'Carnauba Wax', 'Natural And Artificial Flavors', 'Salt', 'Color Added', 'Red 40', 'Blue 1.']",True,False,False
#EBAC4A,88,sandybrown,Experience The Rich And Aromatic Blend Of Thai Milk Tea And Tapioca Pearls In Every Bite.,Thai Milk Tea,False,['Boba Milk Tea Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/0c679fc3-78fc-4fac-9ec9-878b8ce6f057,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', ""Confectioner'S Glaze"", 'Beeswax', 'Carnauba Wax', 'Natural And Artificial Flavors', 'Salt', 'Color Added', 'Yellow 6 Lake', 'Yellow 5.']",True,False,False
#D8C6AB,89,silver,Bring Back Memories Of Sitting Around The Campfire. No Stick Required.,Toasted Marshmallow,False,"['Jelly Belly Official Flavors', 'Kids Mix Flavors']",https://cdn-tp1.mozu.com/9046-m1/cms/files/bc97e1a9-0e2b-4dc6-8fde-d469d4c05ef3,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Watermelon Juice From Concentrate', 'Contains 2% Or Less Of The Following:', 'Artificial Flavor', 'Citric Acid', 'Color Added', 'Red 40 Lake', 'Yellow 5', 'Blue 1', 'Red 40', 'Yellow 5 Lake', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#CCA42C,90,goldenrod,"So Delicious, You'Ll Want To Eat A Bunch. Flavored With Real Banana Puree.",Top Banana,False,"['Jelly Belly Official Flavors', 'Tropical Mix Flavors']",https://cdn-tp1.mozu.com/9046-m1/cms/files/5e604eb2-d339-4166-ac6b-24a66dd984e7,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Watermelon Juice From Concentrate', 'Contains 2% Or Less Of The Following:', 'Artificial Flavor', 'Citric Acid', 'Color Added', 'Red 40 Lake', 'Yellow 5', 'Blue 1', 'Red 40', 'Yellow 5 Lake', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#EFB3CB,91,lightpink,This Beloved Bean Is A Unique And Delicious Combination Of Fruity Flavors.,Tutti-Fruitti,False,"['Jelly Belly Official Flavors', 'Kids Mix Flavors']",https://cdn-tp1.mozu.com/9046-m1/cms/files/e7fafb0e-9dc4-4c9c-93bc-485d306ac31d,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Natural & Artificial Flavor', 'Color Added', 'Red 40 Lake', 'Yellow 5 Lake', 'Red 40', 'Blue 1 Lake', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#AD1E34,92,brown,Our Most Popular Flavor Is Created With Real Cherry Juice To Seem Like It Came Right From A Tree.,Very Cherry,False,"['Jelly Belly Official Flavors', 'Kids Mix Flavors']",https://cdn-tp1.mozu.com/9046-m1/cms/files/d9051ec6-2970-4c88-8227-7f7e2fe1c76d,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Cherry Juice From Concentrate', 'Contains 2% Or Less Of The Following:', 'Citric Acid', 'Artificial Flavor', 'Color Added', 'Red 40', 'Red 40 Lake', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#264D16,93,darkgreen,A Sweet Sensation That'S Green On The Outside And Red On The Inside. Flavored With Real Watermelon Juice To Be Delicious Inside And Out.,Watermelon,False,"['Jelly Belly Official Flavors', 'Kids Mix Flavors']",https://cdn-tp1.mozu.com/9046-m1/cms/files/559e929f-9e78-4f9b-a7e3-178efc226ba9,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Watermelon Juice From Concentrate', 'Contains 2% Or Less Of The Following:', 'Artificial Flavor', 'Citric Acid', 'Color Added', 'Red 40 Lake', 'Yellow 5', 'Blue 1', 'Red 40', 'Yellow 5 Lake', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#655277,94,dimgray,Deep And Fruity Flavor That Tastes Like It Came Right From The Bush. Flavored With Real Blackberry Puree.,Wild Blackberry,False,['Jelly Belly Official Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/8567bee8-e66d-4217-96a5-7d9e931916d5,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Blackberry Juice From Puree', 'Contains 2% Or Less Of The Following:', 'Citric Acid', 'Natural & Artificial Flavor', 'Sodium Lactate', 'Sodium Citrate', 'Color Added', 'Blue 2 Lake', 'Red 40 Lake', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#FFE92D,95,gold,The Classic Candy That Is Sweet With Just A Hint Of Sour. Flavoured With Real Lemon Puree.,Lemon Drop,False,['Jelly Belly Official Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/0946ef12-a22e-4f5f-b82b-704024380c59,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Lemon Juice From Lemon Puree', 'Contains 2% Or Less Of The Following:', 'Citric Acid', 'Natural And Artificial Flavors', 'Color Added', 'Yellow 5', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#D5DC55,96,darkkhaki,The Citrus Match Made In Heaven And Made With Real Lime Juice Concentrate.,Lemon Lime,False,"['Jelly Belly Official Flavors', 'Kids Mix Flavors', 'Tropical Mix Flavors']",https://cdn-tp1.mozu.com/9046-m1/cms/files/e1300522-2a05-429c-82b8-3c4f46754c5c,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Lime Juice From Concentrate', 'Lemon Juice From Lemon Puree', 'Contains 2% Or Less Of The Following:', 'Citric Acid', 'Sodium Lactate', 'Natural Flavors', 'Color Added', 'Yellow 5', 'Blue 1', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#F1C720,97,gold,A Tart And Sweet Taste You'Ll Swear Was Topped With Meringue. Flavored With Real Lemon Puree.,Lemon Meringue Pie,False,['Jelly Belly Official Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/1896002b-1acf-44de-b540-1fb48c780d0e,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Lemon Puree', 'Citric Acid', 'Natural & Artificial Flavor', 'Color Added', 'Vegetable And Fruit Juice (Color)', 'Yellow 5 & 6 Lake', 'Blue 2 Lake', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze"", 'Salt.']",True,False,False
#022F34,98,darkslategray,Indulge In The Unmistakable Flavor That Balances Sweet With Spice. Our Traditional Taste Comes From Real Black Licorice.,Licorice,False,['Jelly Belly Official Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/d06c24dd-24c3-4059-ab3f-bcc80f78df86,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Natural And Artificial Flavors', 'Color Added', 'Blue 2 Lake', 'Yellow 6 Lake', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#,99,black,The Sweet And Fruity Flavors Of Cherry And Passion Fruit Are Blended To Perfection In This Unique Smoothie Flavor.,Cherry Passion Fruit Smoothie,False,['Jelly Belly Official Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/2da22c8a-8fd0-458f-90a8-8df36e790112,"['Sugar', 'Glucose Syrup', 'Modified Cornstarch', 'Passion Fruit Juice Concentrate', 'Flavourings', 'Acidity Regulator (E330)', 'Colours (E100', 'E171)', 'Glazing Agents (E901', 'E903', 'E904)', 'Fruit And Vegetable Concentrates (Purple Carrot', 'Carrot', 'Black Currant).']",True,False,False
#03698B,100,teal,Enjoy The Taste Of A Fresh-Picked Raspberry In A Beautiful Blue Hue.,Blue Raspberry,False,['Jelly Belly Official Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/95aa0f7d-e369-4438-984c-f6dd1300664d,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Citric Acid', 'Natural And Artificial Flavor', 'Color Added', 'Sodium Citrate', 'Blue 1 Lake', 'Blue 1', ""Confectioner'S Glaze"", 'Beeswax', 'Carnauba Wax.']",True,False,False
#EEE7D8,101,antiquewhite,Party All The Time With This Unique Ice Cream Flavor.,Birthday Cake Remix®,False,['Cold Stone® Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/76c3b0f3-ef88-4cee-9cf9-d75eb51622aa,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Natural & Artificial Flavors', 'Tapioca Dextrin', 'Color Added', 'Yellow 5 & 6 Lake', 'Red 40 Lake', 'Red 40', 'Blue 1 & 2 Lake', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze"", 'Salt.']",True,False,False
#EEE7D8,102,antiquewhite,Make Everyday Taste Like Your Birthday.,Birthday Cake,False,['Jelly Belly Official Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/76c3b0f3-ef88-4cee-9cf9-d75eb51622aa,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Natural & Artificial Flavors', 'Tapioca Dextrin', 'Color Added', 'Yellow 5 & 6 Lake', 'Red 40 Lake', 'Red 40', 'Blue 1 & 2 Lake', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze"", 'Salt.']",True,False,False
#3C812A,103,forestgreen,Fresh From The Tree Sweetness With A Sour Twist. Flavored With Real Apple Juice.,Sour Apple,False,"['Jelly Belly Official Flavors', 'Kids Mix Flavors']",https://cdn-tp1.mozu.com/9046-m1/cms/files/c2ec3236-f34b-4685-a50b-1f013144dc52,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Apple Juice From Concentrate', 'Contains 2% Or Less Of The Following:', 'Citric Acid', 'Fumaric Acid', 'Sodium Lactate', 'Sodium Citrate', 'Artificial Flavor', 'Color Added', 'Yellow 5', 'Yellow 5 Lake', 'Blue 1', 'Blue 1 Lake', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#C02032,104,firebrick,,Sugar-Free Cherry,False,['Sugar-Free Assorted Flavors'],https://cdn-tp1.mozu.com/9046-11441/cms/files/dom-sugar-free-cherry-shadow-new.webp,[],True,False,True
#DD4B62,105,indianred,,Sugar-Free Sizzling Cinnamon,False,['Sugar-Free Assorted Flavors'],https://cdn-tp1.mozu.com/9046-11441/cms/files/dom-sugar-free-sizzling-cinnamon-shadow.webp,[],True,False,True
#2B9B39,106,forestgreen,,Sugar-Free Green Apple,False,['Sugar-Free Assorted Flavors'],https://cdn-tp1.mozu.com/9046-11441/cms/files/dom-sugar-free-green-apple-shadow.webp,[],True,False,True
#c8cf65,107,darkkhaki,,Sugar-Free Juicy Pear,False,['Sugar-Free Assorted Flavors'],https://cdn-tp1.mozu.com/9046-11441/cms/files/dom-sugar-free-juicy-pear-shadow-new.webp,[],True,False,True
#e9d443,108,sandybrown,,Sugar-Free Lemon,False,['Sugar-Free Assorted Flavors'],https://cdn-tp1.mozu.com/9046-11441/cms/files/dom-sugar-free-lemon-shadow-new.webp,[],True,False,True
#022F34,109,darkslategray,,Sugar-Free Licorice,False,['Sugar-Free Assorted Flavors'],https://cdn-tp1.mozu.com/9046-11441/cms/files/dom-sugar-free-licorice-shadow.webp,[],True,False,True
#FADF50,110,khaki,,Sugar-Free Pineapple,False,['Sugar-Free Assorted Flavors'],https://cdn-tp1.mozu.com/9046-11441/cms/files/dom-sugar-free-pineapple-shadow.webp,[],True,False,True
#FDE96C,111,khaki,,Sugar-Free Buttered Popcorn,False,['Sugar-Free Assorted Flavors'],https://cdn-tp1.mozu.com/9046-11441/cms/files/dom-sugar-free-buttered-popcorn-shadow.webp,[],True,False,True
#EFB3CB,112,lightpink,,Sugar-Free Strawberry,False,['Sugar-Free Assorted Flavors'],https://cdn-tp1.mozu.com/9046-11441/cms/files/dom-sugar-free-strawberry-shadow.webp,[],True,False,True
#f99b24,113,goldenrod,,Sugar-Free Tangerine,False,['Sugar-Free Assorted Flavors'],https://cdn-tp1.mozu.com/9046-11441/cms/files/dom-sugar-free-tangerine-shadow-new.webp,[],True,False,True
#085881,114,teal,A Combination Of Fruits To Give Your Taste Buds The Royal Treatment.,Jewel Berry Blue,False,['Sugar-Free Assorted Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/1ba610ca-1701-47ec-a982-7e1bde8e79bd,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Citric Acid', 'Natural & Artificial Flavor', 'Color Added', 'Blue 1', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,True
